0.000000000000000000e+00 4.232777748256921768e-03 8.882775902748107910e-03
1.000000000000000000e+00 2.043451182544231415e-03 2.110196277499198914e-03
2.000000000000000000e+00 6.293023470789194107e-04 1.211642287671566010e-03
3.000000000000000000e+00 4.137074574828147888e-04 4.057042300701141357e-03
4.000000000000000000e+00 2.556044142693281174e-03 1.310039777308702469e-03
5.000000000000000000e+00 2.405103296041488647e-03 2.085451968014240265e-03
6.000000000000000000e+00 3.415261860936880112e-03 2.784263342618942261e-03
7.000000000000000000e+00 9.448707569390535355e-04 2.007964998483657837e-03
8.000000000000000000e+00 1.894154818728566170e-03 1.677064690738916397e-03
9.000000000000000000e+00 1.656031236052513123e-03 1.024545170366764069e-03
1.000000000000000000e+01 0.000000000000000000e+00 6.695380434393882751e-04
1.100000000000000000e+01 -5.595802221591839043e-08 5.139252170920372009e-04
1.200000000000000000e+01 1.140972599387168884e-04 2.384270541369915009e-03
1.300000000000000000e+01 2.149606356397271156e-03 2.352569252252578735e-03
1.400000000000000000e+01 2.311165444552898407e-03 1.464282162487506866e-03
1.500000000000000000e+01 2.973709953948855400e-03 5.392488092184066772e-03
1.600000000000000000e+01 8.002908434718847275e-04 1.616668887436389923e-03
1.700000000000000000e+01 6.594650913029909134e-04 1.051654806360602379e-03
1.800000000000000000e+01 1.408067764714360237e-03 3.153699450194835663e-03
1.900000000000000000e+01 1.175804296508431435e-03 1.492296345531940460e-03
2.000000000000000000e+01 9.973053820431232452e-04 2.192913554608821869e-03
2.100000000000000000e+01 -6.980555156133050332e-08 2.394548617303371429e-03
2.200000000000000000e+01 1.943359384313225746e-04 2.080101519823074341e-03
2.300000000000000000e+01 1.057871966622769833e-03 1.316566718742251396e-03
2.400000000000000000e+01 -6.398133933771532611e-08 1.800491474568843842e-03
2.500000000000000000e+01 1.239182427525520325e-03 1.843125559389591217e-03
2.600000000000000000e+01 6.614024750888347626e-04 1.780686900019645691e-03
2.700000000000000000e+01 1.489791553467512131e-03 5.436026956886053085e-03
2.800000000000000000e+01 4.869246622547507286e-04 1.020067371428012848e-03
2.900000000000000000e+01 1.397334854118525982e-03 7.407786324620246887e-04
3.000000000000000000e+01 1.745822024531662464e-03 1.951141282916069031e-03
3.100000000000000000e+01 1.314198714680969715e-03 7.317338604480028152e-04
3.200000000000000000e+01 0.000000000000000000e+00 4.668504931032657623e-03
3.300000000000000000e+01 7.375283166766166687e-04 9.955735877156257629e-04
3.400000000000000000e+01 1.656880252994596958e-03 2.547804266214370728e-03
3.500000000000000000e+01 -1.185984075391388615e-07 2.397618256509304047e-03
3.600000000000000000e+01 1.795535441488027573e-03 1.777416095137596130e-03
3.700000000000000000e+01 2.137136412784457207e-03 1.687699463218450546e-03
3.800000000000000000e+01 8.656220743432641029e-04 1.374242827296257019e-03
3.900000000000000000e+01 1.771801384165883064e-03 3.092134371399879456e-03
4.000000000000000000e+01 1.658514491282403469e-03 1.626734621822834015e-03
4.100000000000000000e+01 2.443133853375911713e-04 1.379983266815543175e-03
4.200000000000000000e+01 3.130614059045910835e-03 1.969648059457540512e-03
4.300000000000000000e+01 1.567275263369083405e-03 3.052230458706617355e-03
4.400000000000000000e+01 5.107163451611995697e-04 2.575706690549850464e-03
4.500000000000000000e+01 7.180680986493825912e-04 2.187356352806091309e-03
4.600000000000000000e+01 1.904370961710810661e-03 1.338945934548974037e-03
4.700000000000000000e+01 3.558959346264600754e-03 1.134699909016489983e-03
4.800000000000000000e+01 2.639731392264366150e-03 2.005120739340782166e-03
4.900000000000000000e+01 5.426818970590829849e-04 2.732773777097463608e-03
5.000000000000000000e+01 1.839200034737586975e-03 2.483372110873460770e-03
5.100000000000000000e+01 8.475081995129585266e-04 2.341652289032936096e-03
5.200000000000000000e+01 0.000000000000000000e+00 1.881527714431285858e-03
5.300000000000000000e+01 -3.147503235823023715e-08 1.695293933153152466e-03
5.400000000000000000e+01 1.358060399070382118e-03 2.767708152532577515e-03
5.500000000000000000e+01 1.323990989476442337e-03 1.909132115542888641e-03
5.600000000000000000e+01 1.524610444903373718e-03 1.835872419178485870e-03
5.700000000000000000e+01 9.349898900836706161e-04 1.413118094205856323e-03
5.800000000000000000e+01 2.108531305566430092e-03 2.556199207901954651e-03
5.900000000000000000e+01 1.789922942407429218e-03 1.849357038736343384e-03
6.000000000000000000e+01 1.940573449246585369e-03 4.491019994020462036e-03
6.100000000000000000e+01 2.093547256663441658e-03 2.860069274902343750e-03
6.200000000000000000e+01 2.932747593149542809e-04 8.897562511265277863e-04
6.300000000000000000e+01 1.413717051036655903e-03 2.506881952285766602e-03
6.400000000000000000e+01 8.150842040777206421e-04 1.585974358022212982e-03
6.500000000000000000e+01 1.693193451501429081e-03 5.461370572447776794e-03
6.600000000000000000e+01 2.478240057826042175e-04 5.280112847685813904e-03
6.700000000000000000e+01 3.378900699317455292e-03 5.913600325584411621e-03
6.800000000000000000e+01 -3.462672850673698122e-07 3.125660121440887451e-03
6.900000000000000000e+01 0.000000000000000000e+00 8.423861116170883179e-03
7.000000000000000000e+01 1.439810148440301418e-03 1.625929027795791626e-03
7.100000000000000000e+01 4.240290727466344833e-04 2.842719666659832001e-03
7.200000000000000000e+01 8.597399573773145676e-04 3.366192802786827087e-03
7.300000000000000000e+01 6.118367891758680344e-04 3.221921622753143311e-03
